,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,9850,G235.1,9822,1096,IonXpress_SFPQ_N
1,9905,G235.2,9851,6843,IonXpress_SFPQ_N
2,9960,G235.3,9942,1206,IonXpress_SFPQ_N
3,10023,G235.4,10011,636,IonXpress_SFPQ_N
4,10096,G235.5,10070,2515,IonXpress_SFPQ_N
5,10152,G235.6,10137,3934,IonXpress_SFPQ_N
6,9868,G168.1,9823,1607,IonXpress_NONO_N
7,9933,G168.2,9918,718,IonXpress_NONO_N
8,10065,G168.3,9943,3671,IonXpress_NONO_N
9,10103,G168.4,10068,1515,IonXpress_NONO_N
10,10153,G168.5,10137,2436,IonXpress_NONO_N
