,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,28905192,143.0,28905049,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,28905192,,28905192,,Splice Junction ,1
1,Intron in a ncRNA,28906043,851.0,28905192,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,28906044,,28906043,,Splice Junction ,2
2,Exon in a ncRNA,28906099,55.0,28906044,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,28906099,,28906099,,Splice Junction ,3
3,Intron in a ncRNA,28906422,323.0,28906099,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,28906423,,28906422,,Splice Junction ,4
4,Exon in a ncRNA,28906493,70.0,28906423,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,28906493,,28906493,,Splice Junction ,5
5,Intron in a ncRNA,28907070,577.0,28906493,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,28907071,,28907070,,Splice Junction ,6
6,Exon in a ncRNA,28907158,87.0,28907071,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,28907158,,28907158,,Splice Junction ,7
7,Intron in a ncRNA,28907621,463.0,28907158,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,28907622,,28907621,,Splice Junction ,8
8,Exon in a ncRNA,28907741,119.0,28907622,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,28907741,,28907741,,Splice Junction ,9
9,Intron in a ncRNA,28908100,359.0,28907741,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,28908101,,28908100,,Splice Junction ,10
10,Exon in a ncRNA,28908366,265.0,28908101,6.0,Exon,6
