,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,16615129,137.0,16614992,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16615129,,16615129,,Splice Junction ,1
1,Intron in a ncRNA,16623510,8381.0,16615129,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16623511,,16623510,,Splice Junction ,2
2,Exon in a ncRNA,16623545,34.0,16623511,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16623545,,16623545,,Splice Junction ,3
3,Intron in a ncRNA,16623829,284.0,16623545,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16623830,,16623829,,Splice Junction ,4
4,Exon in a ncRNA,16623972,142.0,16623830,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16623972,,16623972,,Splice Junction ,5
5,Intron in a ncRNA,16630839,6867.0,16623972,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16630840,,16630839,,Splice Junction ,6
6,Exon in a ncRNA,16631054,214.0,16630840,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16631054,,16631054,,Splice Junction ,7
7,Intron in a ncRNA,16635112,4058.0,16631054,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16635113,,16635112,,Splice Junction ,8
8,Exon in a ncRNA,16635297,184.0,16635113,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16635297,,16635297,,Splice Junction ,9
9,Intron in a ncRNA,16635850,553.0,16635297,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16635851,,16635850,,Splice Junction ,10
10,Exon in a ncRNA,16635980,129.0,16635851,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16635980,,16635980,,Splice Junction ,11
11,Intron in a ncRNA,16638002,2022.0,16635980,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16638003,,16638002,,Splice Junction ,12
12,Exon in a ncRNA,16638957,954.0,16638003,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16638957,,16638957,,Splice Junction ,13
13,Intron in a ncRNA,16664737,25780.0,16638957,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16664738,,16664737,,Splice Junction ,14
14,Exon in a ncRNA,16665032,294.0,16664738,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16665032,,16665032,,Splice Junction ,15
15,Intron in a ncRNA,16665625,593.0,16665032,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16665626,,16665625,,Splice Junction ,16
16,Exon in a ncRNA,16665847,221.0,16665626,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16665847,,16665847,,Splice Junction ,17
17,Intron in a ncRNA,16667277,1430.0,16665847,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16667278,,16667277,,Splice Junction ,18
18,Exon in a ncRNA,16667489,211.0,16667278,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16667489,,16667489,,Splice Junction ,19
19,Intron in a ncRNA,16675289,7800.0,16667489,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16675290,,16675289,,Splice Junction ,20
20,Exon in a ncRNA,16675333,43.0,16675290,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16675333,,16675333,,Splice Junction ,21
21,Intron in a ncRNA,16676809,1476.0,16675333,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16676810,,16676809,,Splice Junction ,22
22,Exon in a ncRNA,16677596,786.0,16676810,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16677596,,16677596,,Splice Junction ,23
23,Intron in a ncRNA,16686935,9339.0,16677596,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16686936,,16686935,,Splice Junction ,24
24,Exon in a ncRNA,16687047,111.0,16686936,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16687047,,16687047,,Splice Junction ,25
25,Intron in a ncRNA,16687735,688.0,16687047,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16687736,,16687735,,Splice Junction ,26
26,Exon in a ncRNA,16687794,58.0,16687736,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16687794,,16687794,,Splice Junction ,27
27,Intron in a ncRNA,16690260,2466.0,16687794,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16690261,,16690260,,Splice Junction ,28
28,Exon in a ncRNA,16690436,175.0,16690261,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16690436,,16690436,,Splice Junction ,29
29,Intron in a ncRNA,16691247,811.0,16690436,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16691248,,16691247,,Splice Junction ,30
30,Exon in a ncRNA,16691449,201.0,16691248,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16691449,,16691449,,Splice Junction ,31
31,Intron in a ncRNA,16699355,7906.0,16691449,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16699356,,16699355,,Splice Junction ,32
32,Exon in a ncRNA,16699548,192.0,16699356,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16699548,,16699548,,Splice Junction ,33
33,Intron in a ncRNA,16701554,2006.0,16699548,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16701555,,16701554,,Splice Junction ,34
34,Exon in a ncRNA,16701844,289.0,16701555,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16701844,,16701844,,Splice Junction ,35
35,Intron in a ncRNA,16703263,1419.0,16701844,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16703264,,16703263,,Splice Junction ,36
36,Exon in a ncRNA,16703685,421.0,16703264,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16703685,,16703685,,Splice Junction ,37
