,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,30882814,228.0,30882586,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30882814,,30882814,,Splice Junction ,1
1,Intron in a ncRNA,30882931,117.0,30882814,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30882932,,30882931,,Splice Junction ,2
2,Exon in a ncRNA,30883014,82.0,30882932,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30883014,,30883014,,Splice Junction ,3
3,Intron in a ncRNA,30883130,116.0,30883014,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30883131,,30883130,,Splice Junction ,4
4,Exon in a ncRNA,30883232,101.0,30883131,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30883232,,30883232,,Splice Junction ,5
5,Intron in a ncRNA,30883521,289.0,30883232,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30883522,,30883521,,Splice Junction ,6
6,Exon in a ncRNA,30883644,122.0,30883522,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30883644,,30883644,,Splice Junction ,7
7,Intron in a ncRNA,30883756,112.0,30883644,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30883757,,30883756,,Splice Junction ,8
8,Exon in a ncRNA,30883824,67.0,30883757,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30883824,,30883824,,Splice Junction ,9
9,Intron in a ncRNA,30883927,103.0,30883824,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30883928,,30883927,,Splice Junction ,10
10,Exon in a ncRNA,30884026,98.0,30883928,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30884026,,30884026,,Splice Junction ,11
11,Intron in a ncRNA,30884653,627.0,30884026,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30884654,,30884653,,Splice Junction ,12
12,Exon in a ncRNA,30884736,82.0,30884654,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30884736,,30884736,,Splice Junction ,13
13,Intron in a ncRNA,30884880,144.0,30884736,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30884881,,30884880,,Splice Junction ,14
14,Exon in a ncRNA,30885001,120.0,30884881,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30885001,,30885001,,Splice Junction ,15
15,Intron in a ncRNA,30885470,469.0,30885001,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30885471,,30885470,,Splice Junction ,16
16,Exon in a ncRNA,30885583,112.0,30885471,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30885583,,30885583,,Splice Junction ,17
17,Intron in a ncRNA,30886602,1019.0,30885583,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30886603,,30886602,,Splice Junction ,18
18,Exon in a ncRNA,30886692,89.0,30886603,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30886692,,30886692,,Splice Junction ,19
19,Intron in a ncRNA,30887533,841.0,30886692,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30887534,,30887533,,Splice Junction ,20
20,Exon in a ncRNA,30887625,91.0,30887534,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30887625,,30887625,,Splice Junction ,21
21,Intron in a ncRNA,30887864,239.0,30887625,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30887865,,30887864,,Splice Junction ,22
22,Exon in a ncRNA,30887993,128.0,30887865,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30887993,,30887993,,Splice Junction ,23
23,Intron in a ncRNA,30888108,115.0,30887993,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30888109,,30888108,,Splice Junction ,24
24,Exon in a ncRNA,30888213,104.0,30888109,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30888213,,30888213,,Splice Junction ,25
25,Intron in a ncRNA,30888443,230.0,30888213,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30888444,,30888443,,Splice Junction ,26
26,Exon in a ncRNA,30888526,82.0,30888444,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30888526,,30888526,,Splice Junction ,27
27,Intron in a ncRNA,30888840,314.0,30888526,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30888841,,30888840,,Splice Junction ,28
28,Exon in a ncRNA,30888918,77.0,30888841,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30888918,,30888918,,Splice Junction ,29
