,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,2012271,210.0,2012061,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2012271,,2012271,,Splice Junction ,1
1,Intron in a ncRNA,2012496,225.0,2012271,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2012497,,2012496,,Splice Junction ,2
2,Exon in a ncRNA,2012698,201.0,2012497,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2012698,,2012698,,Splice Junction ,3
3,Intron in a ncRNA,2012909,211.0,2012698,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2012910,,2012909,,Splice Junction ,4
4,Exon in a ncRNA,2013257,347.0,2012910,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2013257,,2013257,,Splice Junction ,5
5,Intron in a ncRNA,2014275,1018.0,2013257,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2014276,,2014275,,Splice Junction ,6
6,Exon in a ncRNA,2014366,90.0,2014276,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2014366,,2014366,,Splice Junction ,7
7,Intron in a ncRNA,2014448,82.0,2014366,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2014449,,2014448,,Splice Junction ,8
8,Exon in a ncRNA,2014629,180.0,2014449,5.0,Exon,5
