,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,167190195,130.0,167190065,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167190195,,167190195,,Splice Junction ,1
1,Intron in a ncRNA,167272709,82514.0,167190195,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167272710,,167272709,,Splice Junction ,2
2,Exon in a ncRNA,167272811,101.0,167272710,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167272811,,167272811,,Splice Junction ,3
3,Intron in a ncRNA,167301705,28894.0,167272811,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167301706,,167301705,,Splice Junction ,4
4,Exon in a ncRNA,167301772,66.0,167301706,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167301772,,167301772,,Splice Junction ,5
5,Intron in a ncRNA,167334702,32930.0,167301772,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167334703,,167334702,,Splice Junction ,6
6,Exon in a ncRNA,167334804,101.0,167334703,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167334804,,167334804,,Splice Junction ,7
7,Intron in a ncRNA,167339396,4592.0,167334804,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167339397,,167339396,,Splice Junction ,8
8,Exon in a ncRNA,167339451,54.0,167339397,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167339451,,167339451,,Splice Junction ,9
9,Intron in a ncRNA,167341152,1701.0,167339451,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167341153,,167341152,,Splice Junction ,10
10,Exon in a ncRNA,167341273,120.0,167341153,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167341273,,167341273,,Splice Junction ,11
11,Intron in a ncRNA,167343343,2070.0,167341273,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167343344,,167343343,,Splice Junction ,12
12,Exon in a ncRNA,167343533,189.0,167343344,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167343533,,167343533,,Splice Junction ,13
13,Intron in a ncRNA,167345264,1731.0,167343533,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167345265,,167345264,,Splice Junction ,14
14,Exon in a ncRNA,167345392,127.0,167345265,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167345392,,167345392,,Splice Junction ,15
15,Intron in a ncRNA,167353092,7700.0,167345392,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167353093,,167353092,,Splice Junction ,16
16,Exon in a ncRNA,167353188,95.0,167353093,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167353188,,167353188,,Splice Junction ,17
17,Intron in a ncRNA,167356416,3228.0,167353188,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167356417,,167356416,,Splice Junction ,18
18,Exon in a ncRNA,167356484,67.0,167356417,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167356484,,167356484,,Splice Junction ,19
19,Intron in a ncRNA,167358823,2339.0,167356484,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167358824,,167358823,,Splice Junction ,20
20,Exon in a ncRNA,167358998,174.0,167358824,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,167358998,,167358998,,Splice Junction ,21
21,Intron in a ncRNA,167365521,6523.0,167358998,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,167365522,,167365521,,Splice Junction ,22
22,Exon in a ncRNA,167365664,142.0,167365522,12.0,Exon,12
