,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,2620376,40.0,2620336,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2620376,,2620376,,Splice Junction ,1
1,Intron in a ncRNA,2638589,18213.0,2620376,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2638590,,2638589,,Splice Junction ,2
2,Exon in a ncRNA,2638632,42.0,2638590,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2638632,,2638632,,Splice Junction ,3
3,Intron in a ncRNA,2642755,4123.0,2638632,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2642756,,2642755,,Splice Junction ,4
4,Exon in a ncRNA,2642780,24.0,2642756,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2642780,,2642780,,Splice Junction ,5
5,Intron in a ncRNA,2709067,66287.0,2642780,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2709068,,2709067,,Splice Junction ,6
6,Exon in a ncRNA,2709124,56.0,2709068,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2709124,,2709124,,Splice Junction ,7
7,Intron in a ncRNA,2709525,401.0,2709124,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2709526,,2709525,,Splice Junction ,8
8,Exon in a ncRNA,2709668,142.0,2709526,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2709668,,2709668,,Splice Junction ,9
9,Intron in a ncRNA,2710204,536.0,2709668,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2710205,,2710204,,Splice Junction ,10
10,Exon in a ncRNA,2710283,78.0,2710205,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2710283,,2710283,,Splice Junction ,11
11,Intron in a ncRNA,2712116,1833.0,2710283,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2712117,,2712116,,Splice Junction ,12
12,Exon in a ncRNA,2712298,181.0,2712117,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2712298,,2712298,,Splice Junction ,13
13,Intron in a ncRNA,2713685,1387.0,2712298,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2713686,,2713685,,Splice Junction ,14
14,Exon in a ncRNA,2713784,98.0,2713686,8.0,Exon,8
