,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,182835,G2567.1,182794,21,IonXpress_NONO_N
1,201686,G2569.1,201667,60,IonXpress_NONO_N
2,202240,G2570.1,202217,81,IonXpress_NONO_N
3,202269,G2570.2,202254,6,IonXpress_NONO_N
4,204820,G2571.1,204783,40,IonXpress_NONO_N
5,212814,G2572.1,212787,32,IonXpress_NONO_N
6,216204,G2573.1,216192,8,IonXpress_NONO_N
7,216243,G2573.2,216223,45,IonXpress_NONO_N
8,216578,G2574.1,216560,49,IonXpress_NONO_N
9,233319,G2575.1,233299,108,IonXpress_NONO_N
