,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,41661,G689.1,41614,41,IonXpress_SFPQ_N
1,44465,G690.1,44438,14,IonXpress_SFPQ_N
2,44521,G690.2,44484,9,IonXpress_SFPQ_N
3,44632,G691.1,44610,16,IonXpress_SFPQ_N
4,44665,G691.2,44653,13,IonXpress_SFPQ_N
5,44716,G692.1,44701,20,IonXpress_SFPQ_N
6,44762,G692.2,44741,64,IonXpress_SFPQ_N
7,44852,G693.1,44818,37,IonXpress_SFPQ_N
8,44466,G630.1,44447,65,IonXpress_NONO_N
9,44740,G631.1,44719,10,IonXpress_NONO_N
10,44777,G631.2,44761,7,IonXpress_NONO_N
11,44839,G631.3,44815,22,IonXpress_NONO_N
