,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,1109197,213.0,1108984,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1109197,,1109197,,Splice Junction ,1
1,Intron in a ncRNA,1110050,853.0,1109197,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1110051,,1110050,,Splice Junction ,2
2,Exon in a ncRNA,1110198,147.0,1110051,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1110198,,1110198,,Splice Junction ,3
3,Intron in a ncRNA,1110934,736.0,1110198,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1110935,,1110934,,Splice Junction ,4
4,Exon in a ncRNA,1111061,126.0,1110935,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1111061,,1111061,,Splice Junction ,5
5,Intron in a ncRNA,1116904,5843.0,1111061,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1116905,,1116904,,Splice Junction ,6
6,Exon in a ncRNA,1116952,47.0,1116905,4.0,Exon,4
