,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,133,G512.1,111,109,IonXpress_SFPQ_N
1,159,G512.2,140,36,IonXpress_SFPQ_N
2,223,G513.1,202,39,IonXpress_SFPQ_N
3,287,G513.2,252,34,IonXpress_SFPQ_N
4,393,G514.1,375,5,IonXpress_SFPQ_N
5,564,G515.1,551,20,IonXpress_SFPQ_N
6,610,G515.2,576,63,IonXpress_SFPQ_N
7,693,G516.1,662,59,IonXpress_SFPQ_N
8,711,G516.2,699,16,IonXpress_SFPQ_N
9,880,G517.1,864,38,IonXpress_SFPQ_N
10,28,G460.1,-29,77,IonXpress_NONO_N
11,53,G460.2,38,29,IonXpress_NONO_N
12,103,G460.3,89,14,IonXpress_NONO_N
13,152,G460.4,109,267,IonXpress_NONO_N
14,206,G460.5,194,24,IonXpress_NONO_N
15,231,G460.6,208,371,IonXpress_NONO_N
16,252,G460.7,232,39,IonXpress_NONO_N
17,290,G460.8,268,77,IonXpress_NONO_N
18,328,G460.9,298,75,IonXpress_NONO_N
19,402,G461.1,365,129,IonXpress_NONO_N
20,431,G461.2,407,198,IonXpress_NONO_N
21,480,G461.3,451,17,IonXpress_NONO_N
22,506,G461.4,484,22,IonXpress_NONO_N
23,550,G461.5,538,42,IonXpress_NONO_N
24,588,G461.6,562,163,IonXpress_NONO_N
25,621,G461.7,589,24,IonXpress_NONO_N
26,644,G461.8,622,60,IonXpress_NONO_N
27,687,G461.9,654,203,IonXpress_NONO_N
28,737,G461.10,701,80,IonXpress_NONO_N
29,801,G461.11,745,21,IonXpress_NONO_N
30,903,G462.1,881,28,IonXpress_NONO_N
31,938,G462.2,905,70,IonXpress_NONO_N
