,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,46494708,216.0,46494492,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46494708,,46494708,,Splice Junction ,1
1,Intron in a ncRNA,46536846,42138.0,46494708,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46536847,,46536846,,Splice Junction ,2
2,Exon in a ncRNA,46536953,106.0,46536847,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46536953,,46536953,,Splice Junction ,3
3,Intron in a ncRNA,46538477,1524.0,46536953,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46538478,,46538477,,Splice Junction ,4
4,Exon in a ncRNA,46538534,56.0,46538478,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46538534,,46538534,,Splice Junction ,5
5,Intron in a ncRNA,46540707,2173.0,46538534,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46540708,,46540707,,Splice Junction ,6
6,Exon in a ncRNA,46540874,166.0,46540708,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46540874,,46540874,,Splice Junction ,7
7,Intron in a ncRNA,46548315,7441.0,46540874,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46548316,,46548315,,Splice Junction ,8
8,Exon in a ncRNA,46548488,172.0,46548316,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46548488,,46548488,,Splice Junction ,9
9,Intron in a ncRNA,46552128,3640.0,46548488,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46552129,,46552128,,Splice Junction ,10
10,Exon in a ncRNA,46552221,92.0,46552129,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46552221,,46552221,,Splice Junction ,11
11,Intron in a ncRNA,46553472,1251.0,46552221,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46553473,,46553472,,Splice Junction ,12
12,Exon in a ncRNA,46553597,124.0,46553473,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46553597,,46553597,,Splice Junction ,13
13,Intron in a ncRNA,46554628,1031.0,46553597,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46554629,,46554628,,Splice Junction ,14
14,Exon in a ncRNA,46554747,118.0,46554629,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46554747,,46554747,,Splice Junction ,15
15,Intron in a ncRNA,46564544,9797.0,46554747,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46564545,,46564544,,Splice Junction ,16
16,Exon in a ncRNA,46564877,332.0,46564545,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46564877,,46564877,,Splice Junction ,17
17,Intron in a ncRNA,46565077,200.0,46564877,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46565078,,46565077,,Splice Junction ,18
18,Exon in a ncRNA,46566210,1132.0,46565078,10.0,Exon,10
