,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,35641871,133.0,35641738,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35641871,,35641871,,Splice Junction ,1
1,Intron in a ncRNA,35646318,4447.0,35641871,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35646319,,35646318,,Splice Junction ,2
2,Exon in a ncRNA,35646430,111.0,35646319,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35646430,,35646430,,Splice Junction ,3
3,Intron in a ncRNA,35687111,40681.0,35646430,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35687112,,35687111,,Splice Junction ,4
4,Exon in a ncRNA,35687365,253.0,35687112,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35687365,,35687365,,Splice Junction ,5
5,Intron in a ncRNA,35696762,9397.0,35687365,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35696763,,35696762,,Splice Junction ,6
6,Exon in a ncRNA,35696810,47.0,35696763,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35696810,,35696810,,Splice Junction ,7
7,Intron in a ncRNA,35715940,19130.0,35696810,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35715941,,35715940,,Splice Junction ,8
8,Exon in a ncRNA,35716059,118.0,35715941,5.0,Exon,5
