,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,183989225,143.0,183989082,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,183989225,,183989225,,Splice Junction ,1
1,Intron in a ncRNA,183993013,3788.0,183989225,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,183993014,,183993013,,Splice Junction ,2
2,Exon in a ncRNA,183993185,171.0,183993014,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,183993185,,183993185,,Splice Junction ,3
3,Intron in a ncRNA,183995144,1959.0,183993185,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,183995145,,183995144,,Splice Junction ,4
4,Exon in a ncRNA,183995273,128.0,183995145,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,183995273,,183995273,,Splice Junction ,5
5,Intron in a ncRNA,183998292,3019.0,183995273,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,183998293,,183998292,,Splice Junction ,6
6,Exon in a ncRNA,183998351,58.0,183998293,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,183998351,,183998351,,Splice Junction ,7
7,Intron in a ncRNA,184022170,23819.0,183998351,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,184022171,,184022170,,Splice Junction ,8
8,Exon in a ncRNA,184022241,70.0,184022171,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,184022241,,184022241,,Splice Junction ,9
9,Intron in a ncRNA,184023009,768.0,184022241,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,184023010,,184023009,,Splice Junction ,10
10,Exon in a ncRNA,184023139,129.0,184023010,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,184023139,,184023139,,Splice Junction ,11
11,Intron in a ncRNA,184024214,1075.0,184023139,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,184024215,,184024214,,Splice Junction ,12
12,Exon in a ncRNA,184024380,165.0,184024215,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,184024380,,184024380,,Splice Junction ,13
13,Intron in a ncRNA,184025780,1400.0,184024380,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,184025781,,184025780,,Splice Junction ,14
14,Exon in a ncRNA,184026408,627.0,184025781,8.0,Exon,8
