,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,38142958,6732.0,38136226,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38142958,,38142958,,Splice Junction ,1
1,Intron in a ncRNA,38160293,17335.0,38142958,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38160294,,38160293,,Splice Junction ,2
2,Exon in a ncRNA,38160373,79.0,38160294,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38160373,,38160373,,Splice Junction ,3
3,Intron in a ncRNA,38224183,63810.0,38160373,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38224184,,38224183,,Splice Junction ,4
4,Exon in a ncRNA,38224292,108.0,38224184,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38224292,,38224292,,Splice Junction ,5
5,Intron in a ncRNA,38256046,31754.0,38224292,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38256047,,38256046,,Splice Junction ,6
6,Exon in a ncRNA,38256237,190.0,38256047,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38256237,,38256237,,Splice Junction ,7
7,Intron in a ncRNA,38312758,56521.0,38256237,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38312759,,38312758,,Splice Junction ,8
8,Exon in a ncRNA,38312869,110.0,38312759,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38312869,,38312869,,Splice Junction ,9
9,Intron in a ncRNA,38472268,159399.0,38312869,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38472269,,38472268,,Splice Junction ,10
10,Exon in a ncRNA,38472338,69.0,38472269,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38472338,,38472338,,Splice Junction ,11
11,Intron in a ncRNA,38545374,73036.0,38472338,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38545375,,38545374,,Splice Junction ,12
12,Exon in a ncRNA,38545495,120.0,38545375,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38545495,,38545495,,Splice Junction ,13
13,Intron in a ncRNA,38547992,2497.0,38545495,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38547993,,38547992,,Splice Junction ,14
14,Exon in a ncRNA,38548213,220.0,38547993,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38548213,,38548213,,Splice Junction ,15
15,Intron in a ncRNA,38560350,12137.0,38548213,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38560351,,38560350,,Splice Junction ,16
16,Exon in a ncRNA,38560616,265.0,38560351,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38560616,,38560616,,Splice Junction ,17
17,Intron in a ncRNA,38561738,1122.0,38560616,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38561739,,38561738,,Splice Junction ,18
18,Exon in a ncRNA,38562103,364.0,38561739,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38562103,,38562103,,Splice Junction ,19
19,Intron in a ncRNA,38563544,1441.0,38562103,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38563545,,38563544,,Splice Junction ,20
20,Exon in a ncRNA,38563843,298.0,38563545,11.0,Exon,11
