,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,49,G2847.2,19,102,IonXpress_SFPQ_N
1,255,G2848.1,234,49,IonXpress_SFPQ_N
2,311,G2848.2,269,29,IonXpress_SFPQ_N
3,581,G2849.1,557,178,IonXpress_SFPQ_N
4,616,G2849.2,597,153,IonXpress_SFPQ_N
5,747,G2850.1,730,18,IonXpress_SFPQ_N
6,770,G2850.2,751,13,IonXpress_SFPQ_N
7,808,G2850.3,772,15,IonXpress_SFPQ_N
8,947,G2851.1,926,10,IonXpress_SFPQ_N
9,1008,G2851.2,987,51,IonXpress_SFPQ_N
10,1356,G2853.1,1311,89,IonXpress_SFPQ_N
11,1407,G2854.1,1384,32,IonXpress_SFPQ_N
12,1644,G2856.1,1621,29,IonXpress_SFPQ_N
13,486,G2870.1,462,29,IonXpress_SFPQ_N
14,14,G2469.1,-23,112,IonXpress_NONO_N
15,43,G2469.2,23,20,IonXpress_NONO_N
16,93,G2469.3,70,3,IonXpress_NONO_N
17,271,G2470.1,234,14,IonXpress_NONO_N
18,677,G2472.1,639,24,IonXpress_NONO_N
19,831,G2473.1,808,20,IonXpress_NONO_N
20,951,G2473.2,927,18,IonXpress_NONO_N
21,1353,G2474.1,1314,38,IonXpress_NONO_N
22,1341,G2485.1,1312,38,IonXpress_NONO_N
23,1364,G2485.2,1342,15,IonXpress_NONO_N
24,1413,G2485.3,1394,6,IonXpress_NONO_N
