,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,99536887,210.0,99536677,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99536887,,99536887,,Splice Junction ,1
1,Intron in a ncRNA,99730545,193658.0,99536887,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99730546,,99730545,,Splice Junction ,2
2,Exon in a ncRNA,99730602,56.0,99730546,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99730602,,99730602,,Splice Junction ,3
3,Intron in a ncRNA,99742161,11559.0,99730602,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99742162,,99742161,,Splice Junction ,4
4,Exon in a ncRNA,99742366,204.0,99742162,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99742366,,99742366,,Splice Junction ,5
5,Intron in a ncRNA,99744270,1904.0,99742366,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99744271,,99744270,,Splice Junction ,6
6,Exon in a ncRNA,99744402,131.0,99744271,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99744402,,99744402,,Splice Junction ,7
7,Intron in a ncRNA,99758617,14215.0,99744402,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99758618,,99758617,,Splice Junction ,8
8,Exon in a ncRNA,99760237,1619.0,99758618,5.0,Exon,5
