,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,51085195,75.0,51085120,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51085195,,51085195,,Splice Junction ,1
1,Intron in a ncRNA,51306770,221575.0,51085195,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51306771,,51306770,,Splice Junction ,2
2,Exon in a ncRNA,51306825,54.0,51306771,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51306825,,51306825,,Splice Junction ,3
3,Intron in a ncRNA,51314768,7943.0,51306825,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51314769,,51314768,,Splice Junction ,4
4,Exon in a ncRNA,51314904,135.0,51314769,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51314904,,51314904,,Splice Junction ,5
5,Intron in a ncRNA,51351101,36197.0,51314904,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51351102,,51351101,,Splice Junction ,6
6,Exon in a ncRNA,51351159,57.0,51351102,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51351159,,51351159,,Splice Junction ,7
7,Intron in a ncRNA,51362226,11067.0,51351159,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51362227,,51362226,,Splice Junction ,8
8,Exon in a ncRNA,51362285,58.0,51362227,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51362285,,51362285,,Splice Junction ,9
9,Intron in a ncRNA,51363114,829.0,51362285,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51363115,,51363114,,Splice Junction ,10
10,Exon in a ncRNA,51363159,44.0,51363115,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51363159,,51363159,,Splice Junction ,11
11,Intron in a ncRNA,51363246,87.0,51363159,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51363247,,51363246,,Splice Junction ,12
12,Exon in a ncRNA,51363289,42.0,51363247,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51363289,,51363289,,Splice Junction ,13
13,Intron in a ncRNA,51415336,52047.0,51363289,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51415337,,51415336,,Splice Junction ,14
14,Exon in a ncRNA,51415440,103.0,51415337,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51415440,,51415440,,Splice Junction ,15
15,Intron in a ncRNA,51442735,27295.0,51415440,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51442736,,51442735,,Splice Junction ,16
16,Exon in a ncRNA,51442819,83.0,51442736,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51442819,,51442819,,Splice Junction ,17
17,Intron in a ncRNA,51449236,6417.0,51442819,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51449237,,51449236,,Splice Junction ,18
18,Exon in a ncRNA,51449368,131.0,51449237,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51449368,,51449368,,Splice Junction ,19
19,Intron in a ncRNA,51465608,16240.0,51449368,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51465609,,51465608,,Splice Junction ,20
