,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,5585,G2450.1,5554,112,IonXpress_SFPQ_N
1,142538,G2452.1,142507,55,IonXpress_SFPQ_N
2,169426,G2454.1,169410,54,IonXpress_SFPQ_N
3,189228,G2456.1,189209,15,IonXpress_SFPQ_N
4,199715,G2458.1,199703,6,IonXpress_SFPQ_N
5,200728,G2459.1,200698,81,IonXpress_SFPQ_N
6,201875,G2460.1,201842,115,IonXpress_SFPQ_N
7,36400,G2066.1,36385,70,IonXpress_NONO_N
8,56992,G2067.1,56971,54,IonXpress_NONO_N
9,177877,G2068.1,177850,40,IonXpress_NONO_N
10,178013,G2068.2,178000,7,IonXpress_NONO_N
11,178043,G2068.3,178021,8,IonXpress_NONO_N
12,178619,G2069.1,178611,16,IonXpress_NONO_N
13,178677,G2070.1,178655,52,IonXpress_NONO_N
14,184199,G2071.1,184177,55,IonXpress_NONO_N
15,187579,G2072.1,187563,19,IonXpress_NONO_N
16,187658,G2072.2,187628,23,IonXpress_NONO_N
17,190170,G2073.1,190149,48,IonXpress_NONO_N
18,191918,G2074.1,191906,6,IonXpress_NONO_N
19,197250,G2076.1,197227,84,IonXpress_NONO_N
20,197422,G2077.1,197401,14,IonXpress_NONO_N
21,197460,G2077.2,197447,10,IonXpress_NONO_N
22,197506,G2077.3,197475,33,IonXpress_NONO_N
23,199222,G2078.1,199208,49,IonXpress_NONO_N
24,199260,G2079.1,199242,16,IonXpress_NONO_N
25,199304,G2079.2,199282,22,IonXpress_NONO_N
26,201821,G2080.1,201797,22,IonXpress_NONO_N
27,201841,G2080.2,201822,34,IonXpress_NONO_N
28,201856,G2080.3,201844,10,IonXpress_NONO_N
29,202128,G2081.1,202100,60,IonXpress_NONO_N
30,202665,G2082.1,202655,4,IonXpress_NONO_N
31,202690,G2082.2,202674,46,IonXpress_NONO_N
32,202710,G2082.3,202693,38,IonXpress_NONO_N
33,203956,G2083.1,203913,49,IonXpress_NONO_N
