,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,185267420,1899.0,185265521,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185267420,,185267420,,Splice Junction ,1
1,Intron in a ncRNA,185268840,1420.0,185267420,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185268841,,185268840,,Splice Junction ,2
2,Exon in a ncRNA,185269015,174.0,185268841,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185269015,,185269015,,Splice Junction ,3
3,Intron in a ncRNA,185269129,114.0,185269015,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185269130,,185269129,,Splice Junction ,4
4,Exon in a ncRNA,185269262,132.0,185269130,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185269262,,185269262,,Splice Junction ,5
5,Intron in a ncRNA,185269351,89.0,185269262,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185269352,,185269351,,Splice Junction ,6
6,Exon in a ncRNA,185269475,123.0,185269352,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185269475,,185269475,,Splice Junction ,7
7,Intron in a ncRNA,185269567,92.0,185269475,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185269568,,185269567,,Splice Junction ,8
8,Exon in a ncRNA,185269690,122.0,185269568,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185269690,,185269690,,Splice Junction ,9
9,Intron in a ncRNA,185270102,412.0,185269690,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185270103,,185270102,,Splice Junction ,10
10,Exon in a ncRNA,185270328,225.0,185270103,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185270328,,185270328,,Splice Junction ,11
11,Intron in a ncRNA,185270564,236.0,185270328,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185270565,,185270564,,Splice Junction ,12
12,Exon in a ncRNA,185270695,130.0,185270565,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185270695,,185270695,,Splice Junction ,13
13,Intron in a ncRNA,185274666,3971.0,185270695,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185274667,,185274666,,Splice Junction ,14
14,Exon in a ncRNA,185274775,108.0,185274667,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185274775,,185274775,,Splice Junction ,15
15,Intron in a ncRNA,185275615,840.0,185274775,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185275616,,185275615,,Splice Junction ,16
16,Exon in a ncRNA,185275757,141.0,185275616,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185275757,,185275757,,Splice Junction ,17
17,Intron in a ncRNA,185276144,387.0,185275757,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185276145,,185276144,,Splice Junction ,18
18,Exon in a ncRNA,185276271,126.0,185276145,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185276271,,185276271,,Splice Junction ,19
19,Intron in a ncRNA,185276619,348.0,185276271,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185276620,,185276619,,Splice Junction ,20
20,Exon in a ncRNA,185276794,174.0,185276620,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185276794,,185276794,,Splice Junction ,21
21,Intron in a ncRNA,185277930,1136.0,185276794,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185277931,,185277930,,Splice Junction ,22
22,Exon in a ncRNA,185278007,76.0,185277931,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185278007,,185278007,,Splice Junction ,23
23,Intron in a ncRNA,185278133,126.0,185278007,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185278134,,185278133,,Splice Junction ,24
24,Exon in a ncRNA,185278304,170.0,185278134,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185278304,,185278304,,Splice Junction ,25
25,Intron in a ncRNA,185278513,209.0,185278304,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185278514,,185278513,,Splice Junction ,26
26,Exon in a ncRNA,185278643,129.0,185278514,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185278643,,185278643,,Splice Junction ,27
27,Intron in a ncRNA,185280225,1582.0,185278643,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185280226,,185280225,,Splice Junction ,28
28,Exon in a ncRNA,185280454,228.0,185280226,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,185280454,,185280454,,Splice Junction ,29
29,Intron in a ncRNA,185286083,5629.0,185280454,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,185286084,,185286083,,Splice Junction ,30
30,Exon in a ncRNA,185286461,377.0,185286084,16.0,Exon,16
