,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,47,G2840.1,30,36,IonXpress_SFPQ_N
1,78,G2840.2,57,48,IonXpress_SFPQ_N
2,319,G2840.3,274,182,IonXpress_SFPQ_N
3,713,G2842.1,694,25,IonXpress_SFPQ_N
4,759,G2842.2,743,109,IonXpress_SFPQ_N
5,1259,G2844.1,1223,11,IonXpress_SFPQ_N
6,1430,G2845.1,1387,8,IonXpress_SFPQ_N
7,2101,G2847.1,2082,15,IonXpress_SFPQ_N
8,2153,G2847.2,2123,102,IonXpress_SFPQ_N
9,2359,G2848.1,2338,49,IonXpress_SFPQ_N
10,2415,G2848.2,2373,29,IonXpress_SFPQ_N
11,2685,G2849.1,2661,178,IonXpress_SFPQ_N
12,2720,G2849.2,2701,153,IonXpress_SFPQ_N
13,2851,G2850.1,2834,18,IonXpress_SFPQ_N
14,2874,G2850.2,2855,13,IonXpress_SFPQ_N
15,2912,G2850.3,2876,15,IonXpress_SFPQ_N
16,3051,G2851.1,3030,10,IonXpress_SFPQ_N
17,3112,G2851.2,3091,51,IonXpress_SFPQ_N
18,3460,G2853.1,3415,89,IonXpress_SFPQ_N
19,3511,G2854.1,3488,32,IonXpress_SFPQ_N
20,3748,G2856.1,3725,29,IonXpress_SFPQ_N
21,3838,G2857.1,3812,3,IonXpress_SFPQ_N
22,3870,G2857.2,3851,48,IonXpress_SFPQ_N
23,4022,G2857.3,3962,208,IonXpress_SFPQ_N
24,4365,G2858.1,4322,24,IonXpress_SFPQ_N
25,5077,G2861.1,5042,22,IonXpress_SFPQ_N
26,5445,G2862.1,5414,11,IonXpress_SFPQ_N
27,5524,G2862.2,5491,24,IonXpress_SFPQ_N
28,2590,G2870.1,2566,29,IonXpress_SFPQ_N
29,4386,G2874.1,4364,14,IonXpress_SFPQ_N
30,4412,G2874.2,4393,7,IonXpress_SFPQ_N
31,4687,G2875.1,4676,15,IonXpress_SFPQ_N
32,4781,G2875.2,4734,42,IonXpress_SFPQ_N
33,325,G2467.1,305,24,IonXpress_NONO_N
34,2118,G2469.1,2081,112,IonXpress_NONO_N
35,2147,G2469.2,2127,20,IonXpress_NONO_N
36,2197,G2469.3,2174,3,IonXpress_NONO_N
37,2375,G2470.1,2338,14,IonXpress_NONO_N
38,2781,G2472.1,2743,24,IonXpress_NONO_N
39,2935,G2473.1,2912,20,IonXpress_NONO_N
40,3055,G2473.2,3031,18,IonXpress_NONO_N
41,3457,G2474.1,3418,38,IonXpress_NONO_N
42,3842,G2475.1,3823,19,IonXpress_NONO_N
43,3884,G2475.2,3853,123,IonXpress_NONO_N
44,3959,G2476.1,3934,26,IonXpress_NONO_N
45,4034,G2476.2,4019,2,IonXpress_NONO_N
46,781,G2482.1,757,81,IonXpress_NONO_N
47,806,G2482.2,787,50,IonXpress_NONO_N
48,1865,G2483.1,1832,24,IonXpress_NONO_N
49,3445,G2485.1,3416,38,IonXpress_NONO_N
50,3468,G2485.2,3446,15,IonXpress_NONO_N
51,3517,G2485.3,3498,6,IonXpress_NONO_N
52,3805,G2486.1,3774,37,IonXpress_NONO_N
53,4306,G2487.1,4288,13,IonXpress_NONO_N
54,4402,G2487.2,4377,19,IonXpress_NONO_N
55,4541,G2488.1,4507,38,IonXpress_NONO_N
56,4702,G2489.1,4684,7,IonXpress_NONO_N
57,4737,G2489.2,4718,9,IonXpress_NONO_N
58,5015,G2490.1,4981,12,IonXpress_NONO_N
59,5040,G2490.2,5018,20,IonXpress_NONO_N
60,5375,G2492.1,5339,5,IonXpress_NONO_N
