,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,137673996,293.0,137673703,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,137673996,,137673996,,Splice Junction ,1
1,Intron in a ncRNA,137676871,2875.0,137673996,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,137676872,,137676871,,Splice Junction ,2
2,Exon in a ncRNA,137677102,230.0,137676872,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,137677102,,137677102,,Splice Junction ,3
3,Intron in a ncRNA,137677496,394.0,137677102,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,137677497,,137677496,,Splice Junction ,4
4,Exon in a ncRNA,137677555,58.0,137677497,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,137677555,,137677555,,Splice Junction ,5
5,Intron in a ncRNA,137681083,3528.0,137677555,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,137681084,,137681083,,Splice Junction ,6
6,Exon in a ncRNA,137681298,214.0,137681084,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,137681298,,137681298,,Splice Junction ,7
7,Intron in a ncRNA,137682389,1091.0,137681298,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,137682390,,137682389,,Splice Junction ,8
8,Exon in a ncRNA,137685418,3028.0,137682390,5.0,Exon,5
