,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,48282704,109.0,48282595,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48282704,,48282704,,Splice Junction ,1
1,Intron in a ncRNA,48289113,6409.0,48282704,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48289114,,48289113,,Splice Junction ,2
2,Exon in a ncRNA,48289167,53.0,48289114,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48289167,,48289167,,Splice Junction ,3
3,Intron in a ncRNA,48302301,13134.0,48289167,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48302302,,48302301,,Splice Junction ,4
4,Exon in a ncRNA,48302429,127.0,48302302,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48302429,,48302429,,Splice Junction ,5
5,Intron in a ncRNA,48309403,6974.0,48302429,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48309404,,48309403,,Splice Junction ,6
6,Exon in a ncRNA,48312459,3055.0,48309404,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48312459,,48312459,,Splice Junction ,7
7,Intron in a ncRNA,48327734,15275.0,48312459,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48327735,,48327734,,Splice Junction ,8
8,Exon in a ncRNA,48329115,1380.0,48327735,5.0,Exon,5
