,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,99973985,46.0,99973939,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99973985,,99973985,,Splice Junction ,1
1,Intron in a ncRNA,99979237,5252.0,99973985,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99979238,,99979237,,Splice Junction ,2
2,Exon in a ncRNA,99979412,174.0,99979238,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99979412,,99979412,,Splice Junction ,3
3,Intron in a ncRNA,99979506,94.0,99979412,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99979507,,99979506,,Splice Junction ,4
4,Exon in a ncRNA,99979666,159.0,99979507,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99979666,,99979666,,Splice Junction ,5
5,Intron in a ncRNA,100023527,43861.0,99979666,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,100023528,,100023527,,Splice Junction ,6
6,Exon in a ncRNA,100023701,173.0,100023528,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,100023701,,100023701,,Splice Junction ,7
7,Intron in a ncRNA,100032754,9053.0,100023701,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,100032755,,100032754,,Splice Junction ,8
8,Exon in a ncRNA,100033084,329.0,100032755,5.0,Exon,5
