,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,30687784,168.0,30687616,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30687784,,30687784,,Splice Junction ,1
1,Intron in a ncRNA,30687909,125.0,30687784,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30687910,,30687909,,Splice Junction ,2
2,Exon in a ncRNA,30687986,76.0,30687910,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30687986,,30687986,,Splice Junction ,3
3,Intron in a ncRNA,30688485,499.0,30687986,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30688486,,30688485,,Splice Junction ,4
4,Exon in a ncRNA,30688534,48.0,30688486,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30688534,,30688534,,Splice Junction ,5
5,Intron in a ncRNA,30689931,1397.0,30688534,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30689932,,30689931,,Splice Junction ,6
6,Exon in a ncRNA,30690003,71.0,30689932,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30690003,,30690003,,Splice Junction ,7
7,Intron in a ncRNA,30692347,2344.0,30690003,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30692348,,30692347,,Splice Junction ,8
8,Exon in a ncRNA,30692506,158.0,30692348,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30692506,,30692506,,Splice Junction ,9
9,Intron in a ncRNA,30693682,1176.0,30692506,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30693683,,30693682,,Splice Junction ,10
10,Exon in a ncRNA,30693776,93.0,30693683,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30693776,,30693776,,Splice Junction ,11
11,Intron in a ncRNA,30694789,1013.0,30693776,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30694790,,30694789,,Splice Junction ,12
12,Exon in a ncRNA,30695033,243.0,30694790,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30695033,,30695033,,Splice Junction ,13
13,Intron in a ncRNA,30696312,1279.0,30695033,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30696313,,30696312,,Splice Junction ,14
14,Exon in a ncRNA,30696473,160.0,30696313,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30696473,,30696473,,Splice Junction ,15
15,Intron in a ncRNA,30696616,143.0,30696473,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30696617,,30696616,,Splice Junction ,16
16,Exon in a ncRNA,30696801,184.0,30696617,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30696801,,30696801,,Splice Junction ,17
17,Intron in a ncRNA,30700416,3615.0,30696801,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30700417,,30700416,,Splice Junction ,18
18,Exon in a ncRNA,30700472,55.0,30700417,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,30700472,,30700472,,Splice Junction ,19
19,Intron in a ncRNA,30704935,4463.0,30700472,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,30704936,,30704935,,Splice Junction ,20
20,Exon in a ncRNA,30707975,3039.0,30704936,11.0,Exon,11
