,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,130776028,181.0,130775847,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130776028,,130776028,,Splice Junction ,1
1,Intron in a ncRNA,130776518,490.0,130776028,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130776519,,130776518,,Splice Junction ,2
2,Exon in a ncRNA,130776616,97.0,130776519,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130776616,,130776616,,Splice Junction ,3
3,Intron in a ncRNA,130779911,3295.0,130776616,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130779912,,130779911,,Splice Junction ,4
4,Exon in a ncRNA,130780032,120.0,130779912,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130780032,,130780032,,Splice Junction ,5
5,Intron in a ncRNA,130780163,131.0,130780032,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130780164,,130780163,,Splice Junction ,6
6,Exon in a ncRNA,130780265,101.0,130780164,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130780265,,130780265,,Splice Junction ,7
7,Intron in a ncRNA,130781344,1079.0,130780265,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130781345,,130781344,,Splice Junction ,8
8,Exon in a ncRNA,130781666,321.0,130781345,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130781666,,130781666,,Splice Junction ,9
9,Intron in a ncRNA,130786173,4507.0,130781666,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130786174,,130786173,,Splice Junction ,10
10,Exon in a ncRNA,130786344,170.0,130786174,6.0,Exon,6
