,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,63429145,393.0,63428752,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,63429145,,63429145,,Splice Junction ,1
1,Intron in a ncRNA,63466506,37361.0,63429145,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,63466507,,63466506,,Splice Junction ,2
2,Exon in a ncRNA,63466632,125.0,63466507,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,63466632,,63466632,,Splice Junction ,3
3,Intron in a ncRNA,63594799,128167.0,63466632,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,63594800,,63594799,,Splice Junction ,4
4,Exon in a ncRNA,63594992,192.0,63594800,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,63594992,,63594992,,Splice Junction ,5
5,Intron in a ncRNA,63600898,5906.0,63594992,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,63600899,,63600898,,Splice Junction ,6
6,Exon in a ncRNA,63602597,1698.0,63600899,4.0,Exon,4
