,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,47629796,2419.0,47627377,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47629796,,47629796,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47629796,,47629796,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47629796,,47629796,,Splice Junction ,1
2,Intron in a ncRNA,47632149,2353.0,47629796,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47632149,,47632149,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47632150,,47632149,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47632150,,47632150,,Splice Junction ,4
4,Exon in a ncRNA,47632327,177.0,47632150,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47632327,,47632327,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47632327,,47632327,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47632327,,47632327,,Splice Junction ,3
6,Intron in a ncRNA,47651554,19227.0,47632327,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47651554,,47651554,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47651555,,47651554,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47651555,,47651555,,Splice Junction ,8
8,Exon in a ncRNA,47651817,262.0,47651555,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47651817,,47651817,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47651817,,47651817,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47651817,,47651817,,Splice Junction ,5
10,Intron in a ncRNA,47663695,11878.0,47651817,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47663695,,47663695,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47663696,,47663695,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47663696,,47663696,,Splice Junction ,12
12,Exon in a ncRNA,47663831,135.0,47663696,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47663831,,47663831,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47663831,,47663831,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47663831,,47663831,,Splice Junction ,7
14,Intron in a ncRNA,47676678,12847.0,47663831,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47676678,,47676678,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47676679,,47676678,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47676679,,47676679,,Splice Junction ,16
16,Exon in a ncRNA,47676834,155.0,47676679,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47676834,,47676834,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47676834,,47676834,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47676834,,47676834,,Splice Junction ,9
18,Intron in a ncRNA,47677510,676.0,47676834,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47677510,,47677510,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47677511,,47677510,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47677511,,47677511,,Splice Junction ,20
20,Exon in a ncRNA,47677622,111.0,47677511,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47677622,,47677622,,Splice Junction ,21
21,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47677622,,47677622,,Splice Junction ,22
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47677622,,47677622,,Splice Junction ,11
22,Intron in a ncRNA,47680208,2586.0,47677622,6.0,Intron,6
22,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47680208,,47680208,,Splice Junction ,23
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47680209,,47680208,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47680209,,47680209,,Splice Junction ,24
24,Exon in a ncRNA,47680270,61.0,47680209,7.0,Exon,7
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47680270,,47680270,,Splice Junction ,25
