,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,21475314,291.0,21475023,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21475314,,21475314,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21475314,,21475314,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21475314,,21475314,,Splice Junction ,1
2,Intron in a ncRNA,21476035,721.0,21475314,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21476035,,21476035,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21476036,,21476035,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21476036,,21476036,,Splice Junction ,4
4,Exon in a ncRNA,21476138,102.0,21476036,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21476138,,21476138,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21476138,,21476138,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21476138,,21476138,,Splice Junction ,3
6,Intron in a ncRNA,21478411,2273.0,21476138,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21478411,,21478411,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21478412,,21478411,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21478412,,21478412,,Splice Junction ,8
8,Exon in a ncRNA,21478637,225.0,21478412,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21478637,,21478637,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21478637,,21478637,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21478637,,21478637,,Splice Junction ,5
10,Intron in a ncRNA,21481066,2429.0,21478637,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21481066,,21481066,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21481067,,21481066,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21481067,,21481067,,Splice Junction ,12
12,Exon in a ncRNA,21481240,173.0,21481067,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21481240,,21481240,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21481240,,21481240,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21481240,,21481240,,Splice Junction ,7
14,Intron in a ncRNA,21482973,1733.0,21481240,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21482973,,21482973,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21482974,,21482973,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21482974,,21482974,,Splice Junction ,16
16,Exon in a ncRNA,21483072,98.0,21482974,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21483072,,21483072,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21483072,,21483072,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21483072,,21483072,,Splice Junction ,9
18,Intron in a ncRNA,21483992,920.0,21483072,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21483992,,21483992,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21483993,,21483992,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21483993,,21483993,,Splice Junction ,20
20,Exon in a ncRNA,21484066,73.0,21483993,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21484066,,21484066,,Splice Junction ,21
21,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21484066,,21484066,,Splice Junction ,22
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21484066,,21484066,,Splice Junction ,11
22,Intron in a ncRNA,21484443,377.0,21484066,6.0,Intron,6
22,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21484443,,21484443,,Splice Junction ,23
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21484444,,21484443,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21484444,,21484444,,Splice Junction ,24
24,Exon in a ncRNA,21484570,126.0,21484444,7.0,Exon,7
24,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21484570,,21484570,,Splice Junction ,25
25,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21484570,,21484570,,Splice Junction ,26
25,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21484570,,21484570,,Splice Junction ,13
26,Intron in a ncRNA,21487918,3348.0,21484570,7.0,Intron,7
26,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,21487918,,21487918,,Splice Junction ,27
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21487919,,21487918,,Splice Junction ,14
27,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,21487919,,21487919,,Splice Junction ,28
28,Exon in a ncRNA,21488133,214.0,21487919,8.0,Exon,8
28,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,21488133,,21488133,,Splice Junction ,29
29,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,21488133,,21488133,,Splice Junction ,30
29,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21488133,,21488133,,Splice Junction ,15
