,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,36788753,1866.0,36786887,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,36788753,,36788753,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,36788753,,36788753,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,36788753,,36788753,,Splice Junction ,1
2,Intron in a ncRNA,37115420,326667.0,36788753,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,37115420,,37115420,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,37115421,,37115420,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,37115421,,37115421,,Splice Junction ,4
4,Exon in a ncRNA,37115579,158.0,37115421,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,37115579,,37115579,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,37115579,,37115579,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,37115579,,37115579,,Splice Junction ,3
6,Intron in a ncRNA,37331291,215712.0,37115579,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,37331291,,37331291,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,37331292,,37331291,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,37331292,,37331292,,Splice Junction ,8
8,Exon in a ncRNA,37331324,32.0,37331292,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,37331324,,37331324,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,37331324,,37331324,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,37331324,,37331324,,Splice Junction ,5
10,Intron in a ncRNA,37380031,48707.0,37331324,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,37380031,,37380031,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,37380032,,37380031,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,37380032,,37380032,,Splice Junction ,12
12,Exon in a ncRNA,37380282,250.0,37380032,4.0,Exon,4
