,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,111890644,627.0,111890017,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111890644,,111890644,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111890644,,111890644,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111890644,,111890644,,Splice Junction ,1
2,Intron in a ncRNA,111891479,835.0,111890644,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111891479,,111891479,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111891480,,111891479,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111891480,,111891480,,Splice Junction ,4
4,Exon in a ncRNA,111891649,169.0,111891480,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111891649,,111891649,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111891649,,111891649,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111891649,,111891649,,Splice Junction ,3
6,Intron in a ncRNA,111893831,2182.0,111891649,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111893831,,111893831,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111893832,,111893831,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111893832,,111893832,,Splice Junction ,8
8,Exon in a ncRNA,111894060,228.0,111893832,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111894060,,111894060,,Splice Junction ,9
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111894060,,111894060,,Splice Junction ,5
10,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111895016,,111894060,,Splice Junction ,11
10,Intron in a ncRNA,111895016,956.0,111894060,3.0,Intron,3
9,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111894060,,111895016,,Splice Junction ,10
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111895017,,111895016,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111895017,,111895017,,Splice Junction ,12
12,Exon in a ncRNA,111895163,146.0,111895017,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111895163,,111895163,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111895163,,111895163,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111895163,,111895163,,Splice Junction ,7
14,Intron in a ncRNA,111902464,7301.0,111895163,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111902464,,111902464,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111902465,,111902464,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111902465,,111902465,,Splice Junction ,16
16,Exon in a ncRNA,111902519,54.0,111902465,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111902519,,111902519,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111902519,,111902519,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111902519,,111902519,,Splice Junction ,9
18,Intron in a ncRNA,111907910,5391.0,111902519,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111907910,,111907910,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111907911,,111907910,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111907911,,111907911,,Splice Junction ,20
20,Exon in a ncRNA,111908044,133.0,111907911,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908044,,111908044,,Splice Junction ,21
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908044,,111908044,,Splice Junction ,11
22,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111908360,,111908044,,Splice Junction ,23
22,Intron in a ncRNA,111908360,316.0,111908044,6.0,Intron,6
21,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908044,,111908360,,Splice Junction ,22
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111908361,,111908360,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111908361,,111908361,,Splice Junction ,24
24,Exon in a ncRNA,111908546,185.0,111908361,7.0,Exon,7
24,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908546,,111908546,,Splice Junction ,25
25,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111908546,,111908546,,Splice Junction ,26
25,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908546,,111908546,,Splice Junction ,13
26,Intron in a ncRNA,111923515,14969.0,111908546,7.0,Intron,7
26,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111923515,,111923515,,Splice Junction ,27
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111923516,,111923515,,Splice Junction ,14
27,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111923516,,111923516,,Splice Junction ,28
28,Exon in a ncRNA,111923669,153.0,111923516,8.0,Exon,8
28,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111923669,,111923669,,Splice Junction ,29
29,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111923669,,111923669,,Splice Junction ,30
29,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111923669,,111923669,,Splice Junction ,15
30,Intron in a ncRNA,111924563,894.0,111923669,8.0,Intron,8
30,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111924563,,111924563,,Splice Junction ,31
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111924564,,111924563,,Splice Junction ,16
31,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111924564,,111924564,,Splice Junction ,32
32,Exon in a ncRNA,111924628,64.0,111924564,9.0,Exon,9
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111924628,,111924628,,Splice Junction ,33
33,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111924628,,111924628,,Splice Junction ,17
34,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111926278,,111924628,,Splice Junction ,35
34,Intron in a ncRNA,111926278,1650.0,111924628,9.0,Intron,9
33,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111924628,,111926278,,Splice Junction ,34
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111926279,,111926278,,Splice Junction ,18
35,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111926279,,111926279,,Splice Junction ,36
36,Exon in a ncRNA,111926584,305.0,111926279,10.0,Exon,10
36,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111926584,,111926584,,Splice Junction ,37
37,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,111926584,,111926584,,Splice Junction ,38
37,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111926584,,111926584,,Splice Junction ,19
38,Intron in a ncRNA,111947351,20767.0,111926584,10.0,Intron,10
38,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,111947351,,111947351,,Splice Junction ,39
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111947352,,111947351,,Splice Junction ,20
39,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,111947352,,111947352,,Splice Junction ,40
40,Exon in a ncRNA,111947423,71.0,111947352,11.0,Exon,11
40,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,111947423,,111947423,,Splice Junction ,41
