,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,128806980,178.0,128806802,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,128806980,,128806980,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,128806980,,128806980,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,128806980,,128806980,,Splice Junction ,1
2,Intron in a ncRNA,128808138,1158.0,128806980,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,128808138,,128808138,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,128808139,,128808138,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,128808139,,128808139,,Splice Junction ,4
4,Exon in a ncRNA,128808254,115.0,128808139,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,128808254,,128808254,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,128808254,,128808254,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,128808254,,128808254,,Splice Junction ,3
6,Intron in a ncRNA,128867399,59145.0,128808254,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,128867399,,128867399,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,128867400,,128867399,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,128867400,,128867400,,Splice Junction ,8
8,Exon in a ncRNA,128867566,166.0,128867400,3.0,Exon,3
