,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,38739930,72.0,38739858,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,38739930,,38739930,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,38739930,,38739930,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38739930,,38739930,,Splice Junction ,1
2,Intron in a ncRNA,38792599,52669.0,38739930,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,38792599,,38792599,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38792600,,38792599,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,38792600,,38792600,,Splice Junction ,4
4,Exon in a ncRNA,38792686,86.0,38792600,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,38792686,,38792686,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,38792686,,38792686,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38792686,,38792686,,Splice Junction ,3
6,Intron in a ncRNA,38844984,52298.0,38792686,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,38844984,,38844984,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38844985,,38844984,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,38844985,,38844985,,Splice Junction ,8
8,Exon in a ncRNA,38845182,197.0,38844985,3.0,Exon,3
