,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,39700010,347.0,39699663,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,39700010,,39700010,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,39700010,,39700010,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39700010,,39700010,,Splice Junction ,1
2,Intron in a ncRNA,39747370,47360.0,39700010,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,39747370,,39747370,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,39747371,,39747370,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,39747371,,39747371,,Splice Junction ,4
4,Exon in a ncRNA,39747430,59.0,39747371,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,39747430,,39747430,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,39747430,,39747430,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39747430,,39747430,,Splice Junction ,3
6,Intron in a ncRNA,39757275,9845.0,39747430,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,39757275,,39757275,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,39757276,,39757275,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,39757276,,39757276,,Splice Junction ,8
8,Exon in a ncRNA,39757359,83.0,39757276,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39757359,,39757359,,Splice Junction ,9
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39757359,,39757359,,Splice Junction ,5
10,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,39776452,,39757359,,Splice Junction ,11
10,Intron in a ncRNA,39776452,19093.0,39757359,3.0,Intron,3
9,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,39757359,,39776452,,Splice Junction ,10
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,39776453,,39776452,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,39776453,,39776453,,Splice Junction ,12
12,Exon in a ncRNA,39776553,100.0,39776453,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,39776553,,39776553,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,39776553,,39776553,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39776553,,39776553,,Splice Junction ,7
14,Intron in a ncRNA,39779300,2747.0,39776553,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,39779300,,39779300,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,39779301,,39779300,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,39779301,,39779301,,Splice Junction ,16
16,Exon in a ncRNA,39779430,129.0,39779301,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,39779430,,39779430,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,39779430,,39779430,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,39779430,,39779430,,Splice Junction ,9
18,Intron in a ncRNA,39779978,548.0,39779430,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,39779978,,39779978,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,39779979,,39779978,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,39779979,,39779979,,Splice Junction ,20
20,Exon in a ncRNA,39784410,4431.0,39779979,6.0,Exon,6
