,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,37269,G790.1,37239,68,MiSeqSFPQc.csv
1,42021,G791.1,42001,32,MiSeqSFPQc.csv
2,61679,G798.1,61655,47,MiSeqSFPQc.csv
3,61702,G798.2,61684,28,MiSeqSFPQc.csv
4,65029,G799.1,64997,144,MiSeqSFPQc.csv
5,81675,G801.1,81648,76,MiSeqSFPQc.csv
6,86287,G803.1,86268,54,MiSeqSFPQc.csv
7,127263,G805.1,127235,41,MiSeqSFPQc.csv
8,182290,G810.1,182263,255,MiSeqSFPQc.csv
9,182322,G810.2,182295,84,MiSeqSFPQc.csv
10,6141,G602.1,6122,55,MiSeqNONOc.csv
11,25285,G613.1,25248,248,MiSeqNONOc.csv
12,27066,G614.1,27045,34,MiSeqNONOc.csv
13,30997,G617.1,30983,57,MiSeqNONOc.csv
14,41782,G625.1,41750,46,MiSeqNONOc.csv
15,55777,G633.1,55757,44,MiSeqNONOc.csv
16,62127,G641.1,62088,81,MiSeqNONOc.csv
17,65009,G645.1,64982,120,MiSeqNONOc.csv
18,67376,G646.1,67356,32,MiSeqNONOc.csv
19,72366,G649.1,72341,68,MiSeqNONOc.csv
20,78573,G651.1,78555,29,MiSeqNONOc.csv
21,98324,G655.1,98314,23,MiSeqNONOc.csv
22,99728,G656.1,99710,37,MiSeqNONOc.csv
23,108231,G658.1,108220,16,MiSeqNONOc.csv
24,141812,G666.1,141790,38,MiSeqNONOc.csv
25,148020,G669.1,148002,37,MiSeqNONOc.csv
26,154857,G673.1,154827,95,MiSeqNONOc.csv
27,182208,G674.1,182188,91,MiSeqNONOc.csv
28,182291,G674.2,182268,1074,MiSeqNONOc.csv
