,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,47895275,97.0,47895178,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47895275,,47895275,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47895275,,47895275,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47895275,,47895275,,Splice Junction ,1
2,Intron in a ncRNA,47895639,364.0,47895275,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47895639,,47895639,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47895640,,47895639,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47895640,,47895640,,Splice Junction ,4
4,Exon in a ncRNA,47895745,105.0,47895640,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47895745,,47895745,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47895745,,47895745,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47895745,,47895745,,Splice Junction ,3
6,Intron in a ncRNA,47897020,1275.0,47895745,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47897020,,47897020,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47897021,,47897020,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47897021,,47897021,,Splice Junction ,8
8,Exon in a ncRNA,47897107,86.0,47897021,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,47897107,,47897107,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,47897107,,47897107,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,47897107,,47897107,,Splice Junction ,5
10,Intron in a ncRNA,47905580,8473.0,47897107,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,47905580,,47905580,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,47905581,,47905580,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,47905581,,47905581,,Splice Junction ,12
12,Exon in a ncRNA,47905795,214.0,47905581,4.0,Exon,4
