,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,122098523,3172.0,122095351,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,122098523,,122098523,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,122098523,,122098523,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122098523,,122098523,,Splice Junction ,1
2,Intron in a ncRNA,122104612,6089.0,122098523,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,122104612,,122104612,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122104613,,122104612,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,122104613,,122104613,,Splice Junction ,4
4,Exon in a ncRNA,122104730,117.0,122104613,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,122104730,,122104730,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,122104730,,122104730,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122104730,,122104730,,Splice Junction ,3
6,Intron in a ncRNA,122106086,1356.0,122104730,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,122106086,,122106086,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122106087,,122106086,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,122106087,,122106087,,Splice Junction ,8
8,Exon in a ncRNA,122106294,207.0,122106087,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,122106294,,122106294,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,122106294,,122106294,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122106294,,122106294,,Splice Junction ,5
10,Intron in a ncRNA,122120746,14452.0,122106294,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,122120746,,122120746,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122120747,,122120746,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,122120747,,122120747,,Splice Junction ,12
12,Exon in a ncRNA,122120876,129.0,122120747,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122120876,,122120876,,Splice Junction ,13
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122120876,,122120876,,Splice Junction ,7
14,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,122122668,,122120876,,Splice Junction ,15
14,Intron in a ncRNA,122122668,1792.0,122120876,4.0,Intron,4
13,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,122120876,,122122668,,Splice Junction ,14
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122122669,,122122668,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,122122669,,122122669,,Splice Junction ,16
16,Exon in a ncRNA,122122860,191.0,122122669,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,122122860,,122122860,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,122122860,,122122860,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122122860,,122122860,,Splice Junction ,9
18,Intron in a ncRNA,122125162,2302.0,122122860,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,122125162,,122125162,,Splice Junction ,19
