,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,76782073,1048.0,76781025,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,76782073,,76782073,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,76782073,,76782073,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76782073,,76782073,,Splice Junction ,1
2,Intron in a ncRNA,76785591,3518.0,76782073,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,76785591,,76785591,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76785592,,76785591,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,76785592,,76785592,,Splice Junction ,4
4,Exon in a ncRNA,76785680,88.0,76785592,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,76785680,,76785680,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,76785680,,76785680,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76785680,,76785680,,Splice Junction ,3
6,Intron in a ncRNA,76787340,1660.0,76785680,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,76787340,,76787340,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76787341,,76787340,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,76787341,,76787341,,Splice Junction ,8
8,Exon in a ncRNA,76787671,330.0,76787341,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,76787671,,76787671,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,76787671,,76787671,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76787671,,76787671,,Splice Junction ,5
10,Intron in a ncRNA,76788464,793.0,76787671,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,76788464,,76788464,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76788465,,76788464,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,76788465,,76788465,,Splice Junction ,12
12,Exon in a ncRNA,76788572,107.0,76788465,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,76788572,,76788572,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,76788572,,76788572,,Splice Junction ,14
