,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,53400280,219.0,53400061,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,53400280,,53400280,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,53400280,,53400280,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53400280,,53400280,,Splice Junction ,1
2,Intron in a ncRNA,53402379,2099.0,53400280,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,53402379,,53402379,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53402380,,53402379,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,53402380,,53402380,,Splice Junction ,4
4,Exon in a ncRNA,53402427,47.0,53402380,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,53402427,,53402427,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,53402427,,53402427,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53402427,,53402427,,Splice Junction ,3
6,Intron in a ncRNA,53410255,7828.0,53402427,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,53410255,,53410255,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53410256,,53410255,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,53410256,,53410256,,Splice Junction ,8
8,Exon in a ncRNA,53410394,138.0,53410256,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,53410394,,53410394,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,53410394,,53410394,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53410394,,53410394,,Splice Junction ,5
10,Intron in a ncRNA,53412580,2186.0,53410394,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,53412580,,53412580,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53412581,,53412580,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,53412581,,53412581,,Splice Junction ,12
12,Exon in a ncRNA,53412790,209.0,53412581,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,53412790,,53412790,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,53412790,,53412790,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53412790,,53412790,,Splice Junction ,7
14,Intron in a ncRNA,53413692,902.0,53412790,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,53413692,,53413692,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53413693,,53413692,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,53413693,,53413693,,Splice Junction ,16
16,Exon in a ncRNA,53413810,117.0,53413693,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,53413810,,53413810,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,53413810,,53413810,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53413810,,53413810,,Splice Junction ,9
18,Intron in a ncRNA,53415498,1688.0,53413810,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,53415498,,53415498,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53415499,,53415498,,Splice Junction ,10
