,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,83602761,576.0,83602185,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83602761,,83602761,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83602761,,83602761,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83602761,,83602761,,Splice Junction ,1
2,Intron in a ncRNA,83667029,64268.0,83602761,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83667029,,83667029,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83667030,,83667029,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83667030,,83667030,,Splice Junction ,4
4,Exon in a ncRNA,83667169,139.0,83667030,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83667169,,83667169,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83667169,,83667169,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83667169,,83667169,,Splice Junction ,3
6,Intron in a ncRNA,83728690,61521.0,83667169,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83728690,,83728690,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83728691,,83728690,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83728691,,83728691,,Splice Junction ,8
8,Exon in a ncRNA,83728855,164.0,83728691,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83728855,,83728855,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83728855,,83728855,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83728855,,83728855,,Splice Junction ,5
10,Intron in a ncRNA,83732196,3341.0,83728855,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83732196,,83732196,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83732197,,83732196,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83732197,,83732197,,Splice Junction ,12
12,Exon in a ncRNA,83732280,83.0,83732197,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83732280,,83732280,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83732280,,83732280,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83732280,,83732280,,Splice Junction ,7
14,Intron in a ncRNA,83733686,1406.0,83732280,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83733686,,83733686,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83733687,,83733686,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83733687,,83733687,,Splice Junction ,16
16,Exon in a ncRNA,83733757,70.0,83733687,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83733757,,83733757,,Splice Junction ,17
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83733757,,83733757,,Splice Junction ,9
18,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83748133,,83733757,,Splice Junction ,19
18,Intron in a ncRNA,83748133,14376.0,83733757,5.0,Intron,5
17,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83733757,,83748133,,Splice Junction ,18
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83748134,,83748133,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83748134,,83748134,,Splice Junction ,20
20,Exon in a ncRNA,83748204,70.0,83748134,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83748204,,83748204,,Splice Junction ,21
21,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83748204,,83748204,,Splice Junction ,22
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83748204,,83748204,,Splice Junction ,11
22,Intron in a ncRNA,83754145,5941.0,83748204,6.0,Intron,6
22,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83754145,,83754145,,Splice Junction ,23
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83754146,,83754145,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83754146,,83754146,,Splice Junction ,24
24,Exon in a ncRNA,83754378,232.0,83754146,7.0,Exon,7
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83754378,,83754378,,Splice Junction ,25
25,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83754378,,83754378,,Splice Junction ,13
26,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83763865,,83754378,,Splice Junction ,27
26,Intron in a ncRNA,83763865,9487.0,83754378,7.0,Intron,7
25,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83754378,,83763865,,Splice Junction ,26
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83763866,,83763865,,Splice Junction ,14
27,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83763866,,83763866,,Splice Junction ,28
28,Exon in a ncRNA,83763957,91.0,83763866,8.0,Exon,8
28,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83763957,,83763957,,Splice Junction ,29
29,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83763957,,83763957,,Splice Junction ,30
29,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83763957,,83763957,,Splice Junction ,15
30,Intron in a ncRNA,83767543,3586.0,83763957,8.0,Intron,8
30,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83767543,,83767543,,Splice Junction ,31
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83767544,,83767543,,Splice Junction ,16
31,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83767544,,83767544,,Splice Junction ,32
32,Exon in a ncRNA,83767741,197.0,83767544,9.0,Exon,9
32,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,83767741,,83767741,,Splice Junction ,33
33,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,83767741,,83767741,,Splice Junction ,34
33,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83767741,,83767741,,Splice Junction ,17
34,Intron in a ncRNA,83775359,7618.0,83767741,9.0,Intron,9
34,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,83775359,,83775359,,Splice Junction ,35
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83775360,,83775359,,Splice Junction ,18
35,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,83775360,,83775360,,Splice Junction ,36
36,Exon in a ncRNA,83775545,185.0,83775360,10.0,Exon,10
