,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,93221083,199.0,93220884,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,93221083,,93221083,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,93221083,,93221083,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93221083,,93221083,,Splice Junction ,1
2,Intron in a ncRNA,93515816,294733.0,93221083,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,93515816,,93515816,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93515817,,93515816,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,93515817,,93515817,,Splice Junction ,4
4,Exon in a ncRNA,93515861,44.0,93515817,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,93515861,,93515861,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,93515861,,93515861,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93515861,,93515861,,Splice Junction ,3
6,Intron in a ncRNA,93536046,20185.0,93515861,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,93536046,,93536046,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93536047,,93536046,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,93536047,,93536047,,Splice Junction ,8
8,Exon in a ncRNA,93536154,107.0,93536047,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,93536154,,93536154,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,93536154,,93536154,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93536154,,93536154,,Splice Junction ,5
10,Intron in a ncRNA,93538793,2639.0,93536154,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,93538793,,93538793,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93538794,,93538793,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,93538794,,93538794,,Splice Junction ,12
12,Exon in a ncRNA,93540384,1590.0,93538794,4.0,Exon,4
