,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,104684882,101.0,104684781,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,104684882,,104684882,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,104684882,,104684882,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104684882,,104684882,,Splice Junction ,1
2,Intron in a ncRNA,104705066,20184.0,104684882,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,104705066,,104705066,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104705067,,104705066,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,104705067,,104705067,,Splice Junction ,4
4,Exon in a ncRNA,104705190,123.0,104705067,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,104705190,,104705190,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,104705190,,104705190,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104705190,,104705190,,Splice Junction ,3
6,Intron in a ncRNA,104707021,1831.0,104705190,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,104707021,,104707021,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104707022,,104707021,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,104707022,,104707022,,Splice Junction ,8
8,Exon in a ncRNA,104707095,73.0,104707022,3.0,Exon,3
