,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,139010460,293.0,139010167,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139010460,,139010460,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139010460,,139010460,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139010460,,139010460,,Splice Junction ,1
2,Intron in a ncRNA,139011986,1526.0,139010460,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139011986,,139011986,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139011987,,139011986,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139011987,,139011987,,Splice Junction ,4
4,Exon in a ncRNA,139012134,147.0,139011987,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139012134,,139012134,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139012134,,139012134,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139012134,,139012134,,Splice Junction ,3
6,Intron in a ncRNA,139025659,13525.0,139012134,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139025659,,139025659,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139025660,,139025659,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139025660,,139025660,,Splice Junction ,8
8,Exon in a ncRNA,139026945,1285.0,139025660,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139026945,,139026945,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139026945,,139026945,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139026945,,139026945,,Splice Junction ,5
10,Intron in a ncRNA,139089869,62924.0,139026945,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139089869,,139089869,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139089870,,139089869,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139089870,,139089870,,Splice Junction ,12
12,Exon in a ncRNA,139089972,102.0,139089870,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139089972,,139089972,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139089972,,139089972,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139089972,,139089972,,Splice Junction ,7
14,Intron in a ncRNA,139092685,2713.0,139089972,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139092685,,139092685,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139092686,,139092685,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139092686,,139092686,,Splice Junction ,16
16,Exon in a ncRNA,139092860,174.0,139092686,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139092860,,139092860,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139092860,,139092860,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139092860,,139092860,,Splice Junction ,9
18,Intron in a ncRNA,139095624,2764.0,139092860,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139095624,,139095624,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139095625,,139095624,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139095625,,139095625,,Splice Junction ,20
20,Exon in a ncRNA,139095761,136.0,139095625,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,139095761,,139095761,,Splice Junction ,21
21,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,139095761,,139095761,,Splice Junction ,22
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,139095761,,139095761,,Splice Junction ,11
22,Intron in a ncRNA,139096813,1052.0,139095761,6.0,Intron,6
22,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,139096813,,139096813,,Splice Junction ,23
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,139096814,,139096813,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,139096814,,139096814,,Splice Junction ,24
24,Exon in a ncRNA,139099331,2517.0,139096814,7.0,Exon,7
