,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,207495210,394.0,207494816,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,207495210,,207495210,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,207495210,,207495210,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207495210,,207495210,,Splice Junction ,1
2,Intron in a ncRNA,207495725,515.0,207495210,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,207495725,,207495725,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,207495726,,207495725,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,207495726,,207495726,,Splice Junction ,4
4,Exon in a ncRNA,207495912,186.0,207495726,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,207495912,,207495912,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,207495912,,207495912,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207495912,,207495912,,Splice Junction ,3
6,Intron in a ncRNA,207497902,1990.0,207495912,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,207497902,,207497902,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,207497903,,207497902,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,207497903,,207497903,,Splice Junction ,8
8,Exon in a ncRNA,207497925,22.0,207497903,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207497925,,207497925,,Splice Junction ,9
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207497925,,207497925,,Splice Junction ,5
10,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,207498010,,207497925,,Splice Junction ,11
10,Intron in a ncRNA,207498010,85.0,207497925,3.0,Intron,3
9,Splice Junction Intron in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,207497925,,207498010,,Splice Junction ,10
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,207498011,,207498010,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,207498011,,207498011,,Splice Junction ,12
12,Exon in a ncRNA,207498095,84.0,207498011,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,207498095,,207498095,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,207498095,,207498095,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207498095,,207498095,,Splice Junction ,7
14,Intron in a ncRNA,207498965,870.0,207498095,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,207498965,,207498965,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,207498966,,207498965,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,207498966,,207498966,,Splice Junction ,16
16,Exon in a ncRNA,207499066,100.0,207498966,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,207499066,,207499066,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,207499066,,207499066,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,207499066,,207499066,,Splice Junction ,9
18,Intron in a ncRNA,207500095,1029.0,207499066,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,207500095,,207500095,,Splice Junction ,19
