,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,99853821,659.0,99853162,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,99853821,,99853821,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,99853821,,99853821,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99853821,,99853821,,Splice Junction ,1
2,Intron in a ncRNA,99890679,36858.0,99853821,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,99890679,,99890679,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99890680,,99890679,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,99890680,,99890680,,Splice Junction ,4
4,Exon in a ncRNA,99890808,128.0,99890680,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,99890808,,99890808,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,99890808,,99890808,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99890808,,99890808,,Splice Junction ,3
6,Intron in a ncRNA,99896084,5276.0,99890808,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,99896084,,99896084,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99896085,,99896084,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,99896085,,99896085,,Splice Junction ,8
8,Exon in a ncRNA,99896205,120.0,99896085,3.0,Exon,3
8,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,99896205,,99896205,,Splice Junction ,9
9,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,99896205,,99896205,,Splice Junction ,10
9,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99896205,,99896205,,Splice Junction ,5
10,Intron in a ncRNA,99896767,562.0,99896205,3.0,Intron,3
10,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,99896767,,99896767,,Splice Junction ,11
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99896768,,99896767,,Splice Junction ,6
11,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,99896768,,99896768,,Splice Junction ,12
12,Exon in a ncRNA,99896878,110.0,99896768,4.0,Exon,4
12,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,99896878,,99896878,,Splice Junction ,13
13,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,99896878,,99896878,,Splice Junction ,14
13,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99896878,,99896878,,Splice Junction ,7
14,Intron in a ncRNA,99992572,95694.0,99896878,4.0,Intron,4
14,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,99992572,,99992572,,Splice Junction ,15
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,99992573,,99992572,,Splice Junction ,8
15,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,99992573,,99992573,,Splice Junction ,16
16,Exon in a ncRNA,99992819,246.0,99992573,5.0,Exon,5
16,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,99992819,,99992819,,Splice Junction ,17
17,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,99992819,,99992819,,Splice Junction ,18
17,Splice Junction Exon in a ncRNA to Intron in a ncRNA,99992819,,99992819,,Splice Junction ,9
18,Intron in a ncRNA,100020039,27220.0,99992819,5.0,Intron,5
18,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,100020039,,100020039,,Splice Junction ,19
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,100020040,,100020039,,Splice Junction ,10
19,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,100020040,,100020040,,Splice Junction ,20
20,Exon in a ncRNA,100020160,120.0,100020040,6.0,Exon,6
20,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,100020160,,100020160,,Splice Junction ,21
21,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,100020160,,100020160,,Splice Junction ,22
21,Splice Junction Exon in a ncRNA to Intron in a ncRNA,100020160,,100020160,,Splice Junction ,11
22,Intron in a ncRNA,100037480,17320.0,100020160,6.0,Intron,6
22,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,100037480,,100037480,,Splice Junction ,23
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,100037481,,100037480,,Splice Junction ,12
23,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,100037481,,100037481,,Splice Junction ,24
24,Exon in a ncRNA,100038753,1272.0,100037481,7.0,Exon,7
