,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,48699451,1791.0,48697660,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,48699451,,48699451,,Splice Junction ,1
1,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,48699451,,48699451,,Splice Junction ,2
1,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48699451,,48699451,,Splice Junction ,1
2,Intron in a ncRNA,48700664,1213.0,48699451,1.0,Intron,1
2,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,48700664,,48700664,,Splice Junction ,3
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48700665,,48700664,,Splice Junction ,2
3,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,48700665,,48700665,,Splice Junction ,4
4,Exon in a ncRNA,48700791,126.0,48700665,2.0,Exon,2
4,Splice Junction Exon in a ncRNA to Splice Junction Exon in a ncRNA to Intron in a ncRNA,48700791,,48700791,,Splice Junction ,5
5,Splice Junction Splice Junction Exon in a ncRNA to Intron in a ncRNA to Intron in a ncRNA,48700791,,48700791,,Splice Junction ,6
5,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48700791,,48700791,,Splice Junction ,3
6,Intron in a ncRNA,48729642,28851.0,48700791,2.0,Intron,2
6,Splice Junction Intron in a ncRNA to Splice Junction Intron in a ncRNA to Exon in a ncRNA,48729642,,48729642,,Splice Junction ,7
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48729643,,48729642,,Splice Junction ,4
7,Splice Junction Splice Junction Intron in a ncRNA to Exon in a ncRNA to Exon in a ncRNA,48729643,,48729643,,Splice Junction ,8
8,Exon in a ncRNA,48729735,92.0,48729643,3.0,Exon,3
