,feature_end,feature_start,feature_type
0,20113318,20110028,5'-UTR
1,20189884,20189776,3'-UTR
2,20113469,20110028,Exon
3,20114038,20113797,Exon
4,20130313,20130156,Exon
5,20131170,20131029,Exon
6,20132208,20132043,Exon
7,20133272,20133161,Exon
8,20135364,20135231,Exon
9,20136126,20135979,Exon
10,20137707,20137503,Exon
11,20138162,20138025,Exon
12,20141600,20141519,Exon
13,20145757,20145546,Exon
14,20146331,20146221,Exon
15,20147978,20147924,Exon
16,20151245,20151175,Exon
17,20153739,20153594,Exon
18,20160375,20160314,Exon
19,20162088,20162055,Exon
20,20166670,20166484,Exon
21,20169366,20169240,Exon
22,20173469,20173323,Exon
23,20174394,20174228,Exon
24,20175424,20175290,Exon
25,20178640,20178511,Exon
26,20180544,20180451,Exon
27,20182295,20182223,Exon
28,20189043,20188925,Exon
29,20189884,20189752,Exon
