,feature_end,feature_start,feature_type
0,120457928,120454175,5'-UTR
1,120612317,120612020,3'-UTR
2,120459317,120454175,Exon
3,120460385,120460287,Exon
4,120461176,120461028,Exon
5,120462236,120461934,Exon
6,120463020,120462851,Exon
7,120464432,120464335,Exon
8,120465069,120464858,Exon
9,120465401,120465258,Exon
10,120466607,120466259,Exon
11,120468433,120467927,Exon
12,120469234,120469121,Exon
13,120471835,120471598,Exon
14,120478227,120478094,Exon
15,120480089,120479904,Exon
16,120480633,120480479,Exon
17,120483379,120483177,Exon
18,120484377,120484148,Exon
19,120491189,120491036,Exon
20,120491749,120491629,Exon
21,120493460,120493346,Exon
22,120496311,120496165,Exon
23,120497855,120497662,Exon
24,120502125,120502014,Exon
25,120506430,120506196,Exon
26,120508189,120508075,Exon
27,120509112,120508998,Exon
28,120510244,120510055,Exon
29,120510855,120510699,Exon
30,120512367,120512133,Exon
31,120529705,120529582,Exon
32,120539955,120539619,Exon
33,120548211,120547951,Exon
34,120572610,120572528,Exon
35,120612317,120611947,Exon
