,feature_end,feature_start,feature_type
0,70560559,70557690,5'-UTR
1,70611571,70605716,3'-UTR
2,70557831,70557690,Exon
3,70560629,70560489,Exon
4,70563102,70562775,Exon
5,70564820,70564647,Exon
6,70566523,70566381,Exon
7,70569323,70569210,Exon
8,70572363,70572225,Exon
9,70573110,70573006,Exon
10,70575737,70575571,Exon
11,70578436,70578340,Exon
12,70582345,70582272,Exon
13,70588500,70588348,Exon
14,70589109,70588953,Exon
15,70590237,70590081,Exon
16,70590932,70590788,Exon
17,70594494,70594371,Exon
18,70595687,70595532,Exon
19,70597953,70597778,Exon
20,70599173,70598967,Exon
21,70599427,70599270,Exon
22,70601439,70601313,Exon
23,70602398,70602185,Exon
24,70603044,70602945,Exon
25,70604052,70603908,Exon
26,70605102,70604997,Exon
27,70611571,70605575,Exon
