,feature_end,feature_start,feature_type
0,83170860,83166055,5'-UTR
1,85338314,85309740,3'-UTR
2,83170967,83166055,Exon
3,83173136,83173044,Exon
4,83177860,83177750,Exon
5,83180416,83180243,Exon
6,83182770,83182668,Exon
7,83183820,83183769,Exon
8,83195271,83195171,Exon
9,83243826,83243750,Exon
10,83252901,83252724,Exon
11,83344368,83344253,Exon
12,83497835,83497732,Exon
13,83544813,83544656,Exon
14,83585531,83585462,Exon
15,83641526,83641370,Exon
16,83674066,83673927,Exon
17,83676511,83676366,Exon
18,83691685,83691548,Exon
19,83770527,83770357,Exon
20,83810090,83809965,Exon
21,83874554,83874503,Exon
22,83962334,83962280,Exon
23,84245774,84245612,Exon
24,84822779,84822704,Exon
25,84865695,84865599,Exon
26,84996409,84996263,Exon
27,85309832,85309700,Exon
28,85337797,85337630,Exon
29,85338314,85338261,Exon
