,feature_end,feature_start,feature_type
0,33475282,33475282,5'-UTR
1,33516364,33513578,3'-UTR
2,33475450,33475282,Exon
3,33476028,33475991,Exon
4,33477242,33477066,Exon
5,33480001,33479911,Exon
6,33481760,33481592,Exon
7,33482483,33482314,Exon
8,33486564,33486393,Exon
9,33491185,33491013,Exon
10,33495380,33495079,Exon
11,33498481,33498340,Exon
12,33501388,33501260,Exon
13,33503053,33502986,Exon
14,33504149,33504035,Exon
15,33504629,33504513,Exon
16,33507695,33507577,Exon
17,33510601,33510445,Exon
18,33516364,33513317,Exon
