,feature_end,feature_start,feature_type
0,135933964,135847223,Untranslated Transcript
1,135847442,135847223,Exon
2,135848700,135848567,Exon
3,135851263,135851184,Exon
4,135870840,135870720,Exon
5,135872951,135872785,Exon
6,135878488,135878388,Exon
7,135881816,135881734,Exon
8,135883819,135883750,Exon
9,135884226,135884152,Exon
10,135887657,135887564,Exon
11,135888291,135888121,Exon
12,135890554,135890464,Exon
13,135891603,135891430,Exon
14,135892889,135892834,Exon
15,135893502,135893133,Exon
16,135908076,135907938,Exon
17,135911446,135911218,Exon
18,135920221,135920124,Exon
19,135920421,135920317,Exon
20,135920671,135920555,Exon
21,135922266,135922163,Exon
22,135926319,135926114,Exon
23,135927418,135927303,Exon
24,135933158,135932896,Exon
25,135933964,135933818,Exon
