,feature_end,feature_start,feature_type
0,120478041,120477735,5'-UTR
1,120612317,120612020,3'-UTR
2,120478227,120477735,Exon
3,120480089,120479904,Exon
4,120480633,120480479,Exon
5,120483379,120483177,Exon
6,120484377,120484148,Exon
7,120491189,120491036,Exon
8,120491749,120491629,Exon
9,120493460,120493346,Exon
10,120496311,120496165,Exon
11,120497855,120497662,Exon
12,120502125,120502014,Exon
13,120506430,120506196,Exon
14,120508189,120508075,Exon
15,120509112,120508998,Exon
16,120510244,120510055,Exon
17,120510855,120510699,Exon
18,120512367,120512133,Exon
19,120529705,120529582,Exon
20,120539955,120539619,Exon
21,120548211,120547951,Exon
22,120572610,120572528,Exon
23,120612317,120611947,Exon
