,feature_end,feature_start,feature_type
0,45286360,45285515,5'-UTR
1,45308616,45308604,3'-UTR
2,45286376,45285515,Exon
3,45288341,45288273,Exon
4,45288840,45288740,Exon
5,45289057,45288914,Exon
6,45292059,45291921,Exon
7,45292440,45292159,Exon
8,45292754,45292573,Exon
9,45292981,45292838,Exon
10,45293386,45293073,Exon
11,45293863,45293514,Exon
12,45294086,45293967,Exon
13,45294303,45294177,Exon
14,45294746,45294653,Exon
15,45294984,45294828,Exon
16,45295205,45295073,Exon
17,45295433,45295285,Exon
18,45295702,45295580,Exon
19,45296715,45296519,Exon
20,45297469,45297377,Exon
21,45297716,45297646,Exon
22,45298013,45297823,Exon
23,45307711,45307518,Exon
24,45308616,45308532,Exon
