,feature_end,feature_start,feature_type
0,71963440,71963440,5'-UTR
1,72033877,72033877,3'-UTR
2,71963581,71963440,Exon
3,71964086,71963954,Exon
4,71967424,71967322,Exon
5,71968028,71967817,Exon
6,71969421,71969260,Exon
7,71971322,71971194,Exon
8,71976927,71976462,Exon
9,71978073,71977932,Exon
10,71981419,71981394,Exon
11,71981490,71981421,Exon
12,71983916,71983681,Exon
13,71984209,71984016,Exon
14,71985643,71985462,Exon
15,71986992,71986792,Exon
16,71988200,71988003,Exon
17,71997250,71997103,Exon
18,72001214,72001035,Exon
19,72001906,72001804,Exon
20,72004004,72003773,Exon
21,72007416,72007222,Exon
22,72011366,72011134,Exon
23,72012282,72012153,Exon
24,72013811,72013684,Exon
25,72014029,72013905,Exon
26,72016134,72015953,Exon
27,72018066,72017934,Exon
28,72020368,72020119,Exon
29,72024228,72024178,Exon
30,72027231,72027114,Exon
31,72032293,72032170,Exon
32,72033877,72033582,Exon
