,feature_end,feature_start,feature_type
0,145293405,145209110,5'-UTR
1,145304652,145304651,3'-UTR
2,145209436,145209110,Exon
3,145248894,145248812,Exon
4,145273444,145273184,Exon
5,145281704,145281368,Exon
6,145293272,145293113,Exon
7,145293580,145293370,Exon
8,145295525,145295422,Exon
9,145296571,145296356,Exon
10,145297691,145297618,Exon
11,145298366,145298154,Exon
12,145299939,145299729,Exon
13,145301822,145301719,Exon
14,145302868,145302653,Exon
15,145303982,145303909,Exon
16,145304652,145304446,Exon
