,feature_end,feature_start,feature_type
0,144615130,144614839,5'-UTR
1,145370304,145368684,3'-UTR
2,144614998,144614839,Exon
3,144615244,144615095,Exon
4,144615303,144615248,Exon
5,144617252,144617149,Exon
6,144618296,144618081,Exon
7,144619419,144619346,Exon
8,144620094,144619882,Exon
9,144621656,144621446,Exon
10,144813844,144813741,Exon
11,144814894,144814679,Exon
12,144816008,144815935,Exon
13,144816678,144816472,Exon
14,144818017,144817965,Exon
15,144822084,144821920,Exon
16,144823179,144823127,Exon
17,144823985,144823812,Exon
18,144824756,144824704,Exon
19,144825525,144825352,Exon
20,144826286,144826234,Exon
21,144827105,144826932,Exon
22,144827928,144827819,Exon
23,145313506,145313333,Exon
24,145314267,145314215,Exon
25,145315076,145314903,Exon
26,145315899,145315790,Exon
27,145370304,145368440,Exon
