,feature_end,feature_start,feature_type
0,86333370,86333304,5'-UTR
1,86369280,86364682,3'-UTR
2,86333474,86333304,Exon
3,86335525,86335472,Exon
4,86335659,86335622,Exon
5,86338281,86338235,Exon
6,86343721,86343652,Exon
7,86344282,86344177,Exon
8,86346167,86346043,Exon
9,86348717,86348601,Exon
10,86350885,86350823,Exon
11,86352205,86352117,Exon
12,86352638,86352577,Exon
13,86353003,86352917,Exon
14,86354428,86354283,Exon
15,86355114,86355063,Exon
16,86357860,86357770,Exon
17,86358229,86358200,Exon
18,86359547,86359440,Exon
19,86360379,86360300,Exon
20,86360559,86360468,Exon
21,86361500,86361414,Exon
22,86362110,86361961,Exon
23,86363685,86363643,Exon
24,86364263,86364104,Exon
25,86369280,86364591,Exon
