,feature_end,feature_start,feature_type
0,176743285,176738541,5'-UTR
1,176914266,176782765,3'-UTR
2,176743312,176738541,Exon
3,176744262,176744160,Exon
4,176750924,176750758,Exon
5,176752113,176751985,Exon
6,176755960,176755885,Exon
7,176756222,176756100,Exon
8,176763977,176763916,Exon
9,176765185,176765087,Exon
10,176765337,176765273,Exon
11,176767926,176767784,Exon
12,176768398,176768265,Exon
13,176769514,176769291,Exon
14,176771706,176771560,Exon
15,176782810,176782707,Exon
16,176816329,176816253,Exon
17,176914266,176914127,Exon
