,feature_end,feature_start,feature_type
0,203130664,203130514,5'-UTR
1,203168384,203168159,3'-UTR
2,203130709,203130514,Exon
3,203139912,203139835,Exon
4,203142725,203142672,Exon
5,203147195,203147073,Exon
6,203149204,203149067,Exon
7,203152447,203152382,Exon
8,203155180,203155045,Exon
9,203155993,203155847,Exon
10,203157626,203157499,Exon
11,203160560,203160396,Exon
12,203162236,203162101,Exon
13,203162629,203162567,Exon
14,203165090,203164956,Exon
15,203167780,203167643,Exon
16,203168384,203168108,Exon
