,feature_end,feature_start,feature_type
0,141542142,141541263,5'-UTR
1,141645646,141583015,3'-UTR
2,141542251,141541263,Exon
3,141542714,141542514,Exon
4,141545668,141545566,Exon
5,141549553,141549418,Exon
6,141551457,141551262,Exon
7,141554402,141554311,Exon
8,141557726,141557566,Exon
9,141559397,141559212,Exon
10,141561535,141561401,Exon
11,141566117,141565994,Exon
12,141566385,141566265,Exon
13,141567335,141567187,Exon
14,141568671,141568583,Exon
15,141569628,141569493,Exon
16,141570609,141570472,Exon
17,141572733,141572551,Exon
18,141583031,141582910,Exon
19,141645646,141645583,Exon
