,feature_end,feature_start,feature_type
0,110719594,110719031,5'-UTR
1,110788897,110788110,3'-UTR
2,110719712,110719031,Exon
3,110720426,110720408,Exon
4,110720600,110720517,Exon
5,110729929,110729824,Exon
6,110734542,110734403,Exon
7,110760877,110760796,Exon
8,110764280,110764194,Exon
9,110765822,110765357,Exon
10,110770490,110770401,Exon
11,110771088,110770985,Exon
12,110771948,110771816,Exon
13,110777208,110777085,Exon
14,110777526,110777307,Exon
15,110778799,110778463,Exon
16,110780253,110780032,Exon
17,110781239,110781036,Exon
18,110782776,110782690,Exon
19,110783187,110783053,Exon
20,110783923,110783805,Exon
21,110784126,110784005,Exon
22,110788897,110788096,Exon
