,feature_end,feature_start,feature_type
0,159481812,159313475,5'-UTR
1,159537940,159537189,3'-UTR
2,159313730,159313475,Exon
3,159389828,159389691,Exon
4,159433895,159433782,Exon
5,159459616,159459581,Exon
6,159477633,159477501,Exon
7,159477933,159477742,Exon
8,159481939,159481466,Exon
9,159488453,159488264,Exon
10,159490801,159490584,Exon
11,159497271,159497138,Exon
12,159499211,159498997,Exon
13,159514826,159514642,Exon
14,159517962,159517844,Exon
15,159519600,159519408,Exon
16,159519957,159519783,Exon
17,159523075,159522924,Exon
18,159526427,159526231,Exon
19,159530273,159530188,Exon
20,159530512,159530394,Exon
21,159533379,159533250,Exon
22,159535166,159535092,Exon
23,159537940,159536940,Exon
