,feature_end,feature_start,feature_type
0,75139678,75085234,5'-UTR
1,75213181,75210105,3'-UTR
2,75085353,75085234,Exon
3,75089429,75089325,Exon
4,75138832,75138727,Exon
5,75139741,75139648,Exon
6,75187034,75186884,Exon
7,75187394,75187262,Exon
8,75189631,75189502,Exon
9,75190993,75190758,Exon
10,75192393,75192283,Exon
11,75196755,75196565,Exon
12,75199740,75199651,Exon
13,75201428,75201357,Exon
14,75202482,75202310,Exon
15,75202944,75202809,Exon
16,75205558,75205423,Exon
17,75208283,75208031,Exon
18,75209574,75209395,Exon
19,75213181,75209999,Exon
